Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2018-07-08,Mumbai,29.4,42.9,12.7,13.4,NA,SE,27,SE,E,8,12,88,39,1024.3,1019.9,8,0,41.5,30.4,Yes,No
2012-05-21,Chennai,25.4,39.1,8.8,1.5,9.1,WSW,26,SSE,SSW,7,10,69,84,1009.8,1006.9,6,0,25.9,28.7,Yes,No
2024-06-29,Mumbai,14.9,27.5,7.9,13.8,NA,W,46,ENE,S,20,13,57,40,1006.5,1008.4,1,NA,17.8,22.4,Yes,Yes
2027-01-09,Kolkata,22.1,27.9,19.0,2.5,6.1,SSE,21,SW,E,19,13,61,76,1016.7,1015.8,NA,2,26.7,27.3,Yes,Yes
2021-10-06,Lucknow,20.4,29.8,14.1,NA,11.5,W,39,N,N,17,10,98,45,1024.5,1005.1,NA,NA,24.0,29.5,Yes,Yes
2030-11-11,Chennai,21.8,34.0,12.3,2.8,7.3,N,41,SE,SSW,11,12,62,41,1015.9,1014.6,NA,2,32.2,31.5,Yes,No
2026-05-26,Chennai,25.4,36.9,18.4,NA,NA,SE,50,NE,WNW,11,19,97,80,1013.5,1005.0,NA,NA,34.2,36.7,Yes,No
2034-01-09,Chennai,27.3,36.8,2.4,13.7,NA,SSW,29,S,E,13,8,56,67,1011.2,1022.8,NA,2,32.3,35.5,Yes,Yes
2014-09-29,Pune,25.0,37.0,0.5,1.3,NA,SE,25,NE,ENE,13,19,79,42,1013.7,1007.1,NA,6,31.3,25.0,Yes,Yes
2025-10-20,Jaipur,23.3,36.8,16.1,13.5,0.2,SE,28,SSW,ESE,18,9,70,71,1017.6,1013.7,2,4,23.9,23.5,Yes,Yes
2016-02-19,Mumbai,12.5,25.9,9.3,11.7,7.1,S,42,ESE,SW,16,20,89,35,1015.8,1018.6,3,NA,17.5,20.6,Yes,Yes
2009-07-18,Hyderabad,24.4,38.2,10.1,NA,5.2,ENE,34,WNW,SSE,16,13,64,30,1022.9,1016.0,6,NA,30.7,36.0,Yes,Yes
2032-05-06,Bangalore,12.3,26.2,13.3,NA,NA,WSW,30,E,WNW,12,5,99,64,1008.3,1010.9,NA,8,19.3,13.6,Yes,No
2025-10-16,Delhi,26.3,34.3,1.9,3.8,NA,WSW,21,W,NNW,20,19,100,61,1006.6,1015.0,4,7,31.4,32.6,Yes,Yes
2015-11-11,Ahmedabad,20.3,32.6,4.6,6.5,11.7,SSW,45,NE,E,20,16,99,62,1024.7,1021.2,4,2,28.6,31.2,Yes,Yes
2024-09-23,Chennai,19.2,27.5,4.9,14.7,3.9,NNW,49,SSW,WNW,14,13,67,33,1018.3,1009.9,NA,2,24.7,24.0,Yes,No
2024-04-05,Pune,14.7,23.8,11.4,1.8,10.3,N,24,NE,NNE,9,14,86,71,1011.0,1021.3,NA,3,17.4,17.4,Yes,No
2008-10-28,Hyderabad,24.1,36.9,6.3,5.4,8.5,NNW,48,NNE,NNE,11,11,52,64,1023.7,1023.5,NA,NA,36.7,25.8,Yes,Yes
2026-08-08,Jaipur,13.1,20.0,16.1,NA,0.5,SE,47,WNW,NNW,15,10,72,55,1019.2,1014.4,6,4,14.1,17.6,Yes,No
2010-02-25,Bangalore,16.0,26.9,1.3,0.8,4.4,WSW,47,NNW,E,11,10,75,58,1016.4,1015.4,NA,4,18.7,19.6,Yes,No
2013-04-08,Delhi,25.2,39.1,12.6,5.2,11.1,SE,35,N,SSE,20,15,77,78,1017.9,1009.1,2,6,27.1,33.9,Yes,Yes
2026-07-27,Lucknow,20.8,29.2,8.1,11.3,2.9,SSW,23,SW,ENE,18,5,56,85,1007.0,1017.2,NA,NA,21.1,28.6,Yes,Yes
2012-02-19,Ahmedabad,28.2,40.5,5.7,5.2,8.3,N,21,NNE,E,19,11,96,83,1006.6,1008.4,NA,NA,32.0,38.3,Yes,No
2010-07-26,Pune,25.8,32.1,17.1,NA,1.3,SSW,37,N,SW,10,12,93,90,1011.3,1021.5,NA,5,27.1,27.6,Yes,No
2010-09-20,Hyderabad,23.1,37.2,10.8,NA,7.8,SE,24,NNE,WNW,9,18,87,82,1012.4,1018.4,NA,3,25.6,27.8,Yes,Yes
2025-03-13,Jaipur,12.5,22.9,18.6,4.2,NA,ENE,26,ENE,E,12,5,78,44,1020.9,1014.6,1,6,16.6,15.2,Yes,No
2009-01-29,Kolkata,29.2,38.1,14.4,7.6,7.0,NE,45,N,SSE,15,13,74,86,1006.9,1012.6,6,NA,31.2,36.7,Yes,Yes
2027-01-21,Mumbai,24.3,35.5,4.4,6.0,8.5,SSE,48,W,W,19,20,68,68,1006.2,1008.3,1,8,25.0,30.4,Yes,No
2032-06-28,Hyderabad,13.7,24.8,1.9,11.2,NA,NW,49,NW,NW,6,5,99,48,1017.4,1005.7,3,1,22.3,18.7,Yes,No
2017-01-06,Hyderabad,18.7,26.4,2.1,NA,1.0,N,24,S,WSW,20,12,63,34,1021.0,1015.1,6,1,23.0,19.5,Yes,No
2024-09-17,Chennai,15.2,25.4,17.9,NA,2.1,NNW,38,WSW,WNW,17,20,88,80,1021.0,1011.0,6,NA,19.1,25.0,Yes,No
2014-12-26,Mumbai,29.0,39.9,0.5,13.4,5.1,WSW,39,WSW,WNW,6,9,75,32,1008.2,1007.7,6,4,30.9,32.8,Yes,No
2027-03-27,Ahmedabad,30.0,39.6,12.4,12.3,0.8,S,42,W,NW,15,15,63,34,1013.0,1010.1,3,NA,30.6,32.2,Yes,No
2018-03-30,Kolkata,17.6,26.4,12.1,2.8,7.2,SSW,45,SSW,SE,17,10,84,55,1022.7,1022.5,8,NA,19.0,22.2,Yes,No
2028-01-09,Mumbai,26.2,35.7,3.0,1.1,2.7,ESE,43,N,SW,17,12,70,60,1019.9,1023.6,1,8,26.2,35.2,Yes,Yes
2027-11-16,Delhi,15.7,27.0,17.8,NA,5.0,SW,23,NW,E,13,19,82,66,1007.3,1008.1,3,NA,26.7,20.0,Yes,Yes
2017-02-04,Ahmedabad,21.2,31.2,13.5,3.0,7.0,S,32,NNW,W,19,7,58,36,1016.8,1005.2,1,1,24.0,25.4,Yes,Yes
2034-09-20,Kolkata,29.9,40.7,9.5,NA,3.2,NW,40,E,NW,19,11,70,59,1005.1,1017.7,0,3,32.3,38.2,Yes,Yes
2008-12-03,Ahmedabad,21.9,31.1,3.1,11.6,11.9,SSW,45,E,S,13,9,66,42,1017.9,1010.9,2,5,23.3,26.0,Yes,Yes
2010-08-16,Hyderabad,10.9,22.8,19.8,NA,5.8,ENE,36,SE,ENE,18,20,55,82,1005.3,1023.2,NA,4,13.3,15.6,Yes,No
2030-06-27,Chennai,21.8,36.6,15.6,11.2,6.6,SSE,29,SSE,SSE,13,7,66,65,1008.3,1013.7,NA,NA,26.1,33.3,Yes,Yes
2016-10-06,Lucknow,21.2,32.9,12.9,8.0,5.5,NE,43,NW,SSW,9,11,97,64,1019.8,1008.8,3,NA,21.7,29.3,Yes,Yes
2020-08-20,Pune,14.4,19.9,14.7,14.5,10.1,SSW,27,SSW,SSE,10,18,64,30,1023.2,1015.5,2,7,18.0,18.4,Yes,Yes
2031-03-19,Lucknow,17.7,23.1,10.4,15.0,9.4,NW,36,ENE,WNW,12,16,78,74,1021.8,1015.2,NA,1,22.8,18.8,Yes,No
2019-06-24,Lucknow,23.8,34.7,10.3,12.8,10.2,SSW,44,NW,NW,19,17,88,79,1019.7,1011.4,NA,2,26.8,32.3,Yes,No
2011-03-08,Ahmedabad,17.4,23.8,9.2,2.8,7.4,NE,37,E,SSW,8,12,89,54,1006.6,1020.0,8,1,21.5,21.2,Yes,Yes
2020-11-25,Bangalore,28.3,33.8,12.0,3.9,3.4,WSW,35,SSE,SW,13,12,100,50,1012.6,1016.2,3,1,33.1,29.4,Yes,No
2020-06-29,Bangalore,17.9,26.7,13.5,2.5,4.0,SW,29,WSW,ENE,17,17,82,62,1022.0,1021.9,8,1,18.4,20.5,Yes,No
2030-05-15,Bangalore,17.1,31.1,12.0,1.9,1.9,SE,50,W,SSE,18,18,80,48,1011.9,1021.6,7,6,29.9,20.6,Yes,No
2016-04-02,Bangalore,14.0,24.2,15.6,1.3,NA,SSW,21,W,SE,18,8,88,34,1016.7,1016.0,7,2,22.9,19.6,Yes,No
2025-02-23,Mumbai,11.5,24.9,17.7,0.8,6.0,ENE,47,NNE,SSE,6,12,50,32,1012.8,1022.8,NA,1,13.7,24.0,Yes,Yes
2028-09-24,Ahmedabad,16.2,29.2,12.3,6.1,0.9,SSE,38,NNE,N,5,11,85,75,1020.4,1020.3,NA,NA,23.9,19.7,Yes,No
2028-08-18,Delhi,16.7,29.3,12.5,3.8,10.7,NNW,41,SE,WNW,7,15,57,77,1006.7,1021.5,4,5,29.1,19.3,Yes,No
2024-10-15,Jaipur,25.4,36.4,3.9,13.3,8.2,S,24,NW,N,11,15,51,35,1021.8,1023.6,NA,2,26.0,30.2,Yes,No
2028-12-27,Mumbai,14.8,27.2,8.7,6.0,3.4,NE,20,ESE,ENE,7,18,59,72,1012.8,1013.4,3,1,24.3,16.8,Yes,Yes
2027-06-30,Jaipur,22.9,30.9,2.0,2.0,9.5,NNE,45,WSW,WNW,10,10,63,64,1007.0,1005.0,7,2,28.9,25.7,Yes,No
2026-08-20,Ahmedabad,25.4,31.9,14.5,1.8,6.8,NW,44,S,WNW,11,15,79,54,1024.5,1015.1,8,NA,26.6,25.9,Yes,No
2030-07-31,Jaipur,11.4,18.1,18.4,12.5,8.6,N,36,NNE,WSW,7,12,81,30,1005.6,1020.0,NA,3,12.1,14.2,Yes,Yes
2022-12-27,Pune,23.3,31.9,3.4,8.7,2.7,ENE,25,ENE,ENE,7,18,61,89,1011.7,1018.9,NA,8,26.1,30.6,Yes,No
2027-06-06,Kolkata,22.2,33.0,3.1,8.3,NA,NNW,32,N,SSW,17,9,87,70,1007.6,1008.4,5,0,31.2,29.3,Yes,Yes
2029-11-01,Mumbai,10.3,19.7,6.2,0.7,NA,NNE,47,N,ENE,14,17,94,30,1021.0,1012.7,0,8,12.5,16.8,Yes,Yes
2029-12-25,Delhi,19.9,25.1,10.4,NA,4.8,ENE,29,SSE,WNW,17,13,75,42,1022.2,1010.3,NA,NA,21.9,23.5,Yes,Yes
2018-06-25,Delhi,16.9,31.7,2.4,6.4,NA,N,48,SE,SSW,19,11,54,65,1020.7,1007.3,2,5,28.1,25.0,Yes,No
2008-04-01,Lucknow,12.2,23.2,19.2,11.7,9.0,NW,34,NW,ENE,7,20,68,69,1005.5,1012.6,8,4,19.5,14.1,Yes,Yes
2013-05-07,Delhi,12.3,21.3,18.5,9.1,NA,E,25,E,ENE,7,10,68,59,1013.9,1010.0,NA,5,15.8,21.1,Yes,No
2032-06-09,Pune,26.9,32.4,14.7,NA,5.6,SSE,49,NE,SW,11,19,100,49,1006.8,1021.5,NA,NA,31.4,28.1,Yes,No
2009-11-25,Hyderabad,18.2,28.2,11.7,12.0,4.1,S,31,S,E,9,5,92,35,1005.8,1011.9,NA,NA,27.2,20.5,Yes,Yes
2028-05-29,Chennai,21.9,35.3,1.9,2.4,1.3,SW,35,NNE,NE,12,18,59,54,1016.4,1008.5,8,1,29.2,22.7,Yes,Yes
2034-06-22,Mumbai,29.3,39.3,16.4,NA,6.1,SSE,29,NNE,WNW,20,11,55,32,1015.3,1018.6,6,5,36.8,30.4,Yes,No
2009-05-31,Mumbai,21.4,31.9,7.1,NA,7.3,N,36,WSW,W,11,5,59,47,1012.8,1005.1,NA,NA,25.3,26.6,Yes,No
2032-01-14,Mumbai,18.3,29.9,17.9,0.9,NA,NW,38,SSE,NE,8,15,75,51,1015.4,1020.5,4,3,27.8,27.8,Yes,No
2020-04-24,Bangalore,10.4,22.4,18.8,6.2,9.7,WNW,48,E,E,19,19,81,70,1019.3,1015.2,7,3,16.1,18.7,Yes,Yes
2009-12-16,Pune,17.3,32.2,17.0,2.2,8.6,ENE,41,NNE,ENE,14,15,60,73,1017.1,1018.1,NA,NA,19.8,31.5,Yes,Yes
2018-10-05,Kolkata,19.8,27.8,11.2,2.1,4.2,SSW,35,WSW,ESE,13,10,99,80,1015.7,1014.9,5,NA,27.5,25.7,Yes,No
2027-02-12,Lucknow,23.3,36.6,1.8,14.9,9.2,SW,33,E,NNW,11,14,65,72,1005.5,1018.4,6,6,33.9,33.9,Yes,No
2027-05-01,Lucknow,17.4,31.9,9.2,13.8,0.7,SSW,50,SW,ESE,8,7,59,40,1007.0,1010.5,1,NA,24.6,28.1,Yes,No
2010-07-03,Hyderabad,12.5,23.8,18.5,12.0,3.2,S,24,SE,S,15,20,67,61,1006.5,1017.4,2,3,13.3,16.5,Yes,No
2035-05-14,Pune,20.8,32.9,19.9,NA,NA,W,43,NW,ESE,9,10,58,68,1012.4,1020.2,6,NA,27.7,28.5,Yes,Yes
2021-05-30,Pune,13.0,19.6,6.0,NA,11.8,S,38,NW,ESE,7,16,83,66,1013.8,1012.5,0,1,18.8,16.1,Yes,Yes
2030-09-26,Mumbai,12.4,20.6,19.8,9.7,11.9,NW,21,NNW,NNE,6,5,89,85,1016.8,1019.7,8,6,16.6,17.6,Yes,No
2016-01-23,Delhi,17.2,26.8,17.3,11.3,6.0,W,50,ENE,ENE,9,10,98,65,1008.0,1009.0,5,2,26.5,17.5,Yes,No
2026-07-14,Bangalore,23.9,33.2,15.8,1.9,11.4,SW,27,ESE,NW,18,10,97,30,1021.9,1016.7,NA,8,31.4,33.1,Yes,Yes
2029-05-13,Delhi,17.5,30.2,16.3,4.1,NA,SW,23,NW,WNW,15,5,57,46,1014.4,1019.5,5,0,27.8,25.1,Yes,Yes
2023-09-23,Jaipur,26.3,31.8,11.4,NA,6.8,SSE,48,ENE,SW,6,11,95,61,1007.3,1005.3,2,3,27.9,28.1,Yes,No
2033-10-27,Pune,21.6,31.0,6.8,8.4,11.7,N,32,SSE,SSE,13,6,59,72,1012.2,1024.7,4,NA,28.6,23.7,Yes,Yes
2024-06-10,Hyderabad,13.0,22.7,13.1,7.2,4.0,WNW,30,NE,SE,17,19,63,69,1011.2,1009.0,5,2,19.3,15.7,Yes,Yes
2020-01-28,Chennai,19.8,31.2,5.2,14.6,8.4,ESE,41,NNW,SW,13,12,97,64,1010.0,1009.0,6,4,30.1,25.2,Yes,No
2026-07-31,Mumbai,22.1,28.4,12.3,NA,4.2,WNW,44,E,ENE,16,6,54,75,1007.1,1008.7,3,4,28.1,23.9,Yes,Yes
2025-06-20,Jaipur,14.1,23.4,2.3,9.3,10.6,NE,47,SSE,ENE,11,14,88,69,1018.6,1018.9,2,NA,22.5,17.0,Yes,No
2009-07-04,Bangalore,26.5,39.3,2.6,7.1,2.1,WNW,37,NNE,ESE,17,11,61,44,1020.2,1022.7,6,2,32.3,38.3,Yes,No
2030-08-30,Ahmedabad,27.3,32.7,19.1,13.5,9.8,NE,35,S,ESE,15,9,67,48,1019.8,1021.3,8,3,28.5,31.7,Yes,No
2009-10-07,Pune,25.8,38.1,4.5,NA,4.9,ESE,42,WNW,E,12,18,57,61,1018.0,1022.9,0,2,37.5,38.0,Yes,Yes
2030-03-24,Bangalore,18.2,30.7,13.0,9.6,5.3,W,46,ESE,SW,6,20,68,67,1010.2,1006.8,0,6,26.5,27.1,Yes,Yes
2013-09-30,Mumbai,11.4,24.3,0.1,NA,NA,NNE,25,SSE,SE,16,13,90,84,1012.7,1010.5,3,5,18.4,21.4,Yes,No
2033-08-26,Kolkata,12.0,21.7,12.9,11.2,NA,SSW,35,NNW,SSW,16,17,61,87,1024.9,1018.8,5,NA,16.1,16.5,Yes,Yes
2033-01-31,Pune,17.4,22.5,17.0,2.3,0.5,ESE,30,N,NNE,17,10,82,55,1005.3,1013.3,7,NA,21.7,19.8,Yes,No
2032-07-24,Mumbai,10.4,21.2,3.8,7.9,NA,WNW,40,S,E,16,13,89,84,1017.3,1005.4,4,NA,11.6,12.5,Yes,Yes
2011-01-12,Bangalore,13.8,28.0,11.8,7.6,5.6,NNE,37,WSW,W,12,14,82,85,1005.0,1020.6,NA,5,15.1,25.4,Yes,Yes
2021-10-29,Bangalore,18.0,32.7,7.6,8.9,4.7,SE,47,NE,ENE,18,9,86,56,1017.8,1009.7,0,NA,23.5,18.3,Yes,Yes
2029-09-10,Chennai,26.5,40.7,8.9,4.0,NA,NE,31,NE,SE,19,13,77,39,1006.8,1009.3,3,4,27.9,34.5,Yes,Yes
2008-08-31,Mumbai,24.7,35.2,10.3,10.9,7.7,NW,35,ENE,WSW,11,10,62,32,1020.9,1005.7,1,4,34.9,31.1,Yes,No
2015-06-27,Ahmedabad,16.4,27.7,1.1,6.7,NA,W,44,WNW,NE,8,10,88,36,1014.8,1006.4,1,0,22.8,26.8,Yes,Yes
2012-01-18,Chennai,23.8,30.0,5.0,0.4,9.6,SE,31,SE,NE,10,14,72,63,1008.1,1005.1,5,5,29.2,28.3,Yes,Yes
2017-06-24,Mumbai,18.6,25.6,9.8,1.1,6.0,S,45,S,WSW,12,18,93,36,1015.9,1019.5,2,7,23.6,20.4,Yes,No
2026-08-30,Pune,20.6,34.4,14.0,12.2,NA,ESE,45,NNE,NNE,8,11,53,85,1009.0,1012.6,1,5,23.2,26.4,Yes,No
2033-04-05,Lucknow,11.6,18.3,11.4,NA,5.0,N,40,WNW,S,18,10,98,56,1011.1,1013.5,NA,1,16.5,17.0,Yes,Yes
2012-07-16,Hyderabad,16.7,24.8,5.9,10.7,8.1,E,42,SW,WSW,8,5,74,47,1022.8,1020.4,4,4,24.7,21.4,Yes,No
2023-03-28,Hyderabad,26.7,33.3,2.0,4.7,NA,S,32,NE,NW,14,9,55,55,1023.4,1019.9,8,4,30.3,28.5,Yes,No
2016-11-02,Bangalore,18.6,28.3,11.1,8.4,6.2,SW,26,SSE,SW,11,20,68,59,1019.2,1017.3,1,NA,20.3,19.5,Yes,No
2024-12-21,Hyderabad,22.6,30.7,8.4,8.5,NA,SSW,26,S,W,19,16,97,71,1024.8,1015.1,4,NA,23.7,25.2,Yes,Yes
2029-04-08,Chennai,11.9,26.3,17.0,3.4,NA,SSE,40,SSE,NE,13,14,72,69,1015.3,1020.6,3,NA,17.7,13.2,Yes,Yes
2028-08-18,Bangalore,20.1,33.0,11.4,3.5,3.2,S,28,E,S,12,16,59,72,1014.3,1012.7,NA,5,23.8,30.7,Yes,Yes
2028-03-10,Pune,20.7,33.4,16.9,14.7,7.5,WNW,45,E,WSW,12,11,59,74,1005.4,1017.4,3,NA,27.4,23.0,Yes,No
2024-05-14,Bangalore,17.1,25.0,14.4,4.2,NA,E,22,E,NW,9,18,81,51,1013.2,1009.7,NA,NA,18.5,23.3,Yes,Yes
2008-05-24,Chennai,16.8,28.2,13.2,6.9,3.3,NNW,29,SW,W,10,11,52,72,1009.2,1011.4,4,0,24.3,25.0,Yes,Yes
2020-01-18,Ahmedabad,25.3,31.1,3.3,0.4,3.4,WNW,28,WNW,NW,7,19,89,60,1020.4,1018.2,0,8,27.4,29.4,Yes,No
2015-08-27,Jaipur,15.3,28.8,0.0,NA,NA,NW,45,NE,NNE,17,8,81,53,1005.3,1006.2,NA,0,23.3,18.4,No,No
2029-06-28,Lucknow,12.7,27.1,12.6,6.0,5.2,ENE,30,SSW,ENE,18,14,66,47,1016.5,1015.5,2,4,18.3,22.1,Yes,Yes
2026-10-28,Delhi,24.0,31.8,8.6,5.2,4.2,E,34,SSE,E,11,7,64,35,1006.3,1022.8,2,NA,24.2,24.2,Yes,Yes
2009-01-09,Lucknow,21.4,32.2,17.8,NA,12.0,NE,50,N,S,13,16,100,48,1017.2,1015.4,6,7,23.5,21.9,Yes,Yes
2009-05-29,Ahmedabad,19.5,33.4,18.7,8.2,4.6,NE,23,ENE,S,15,8,96,61,1020.9,1014.9,NA,NA,29.7,29.4,Yes,No
2015-02-06,Delhi,15.5,29.3,18.8,3.0,NA,SE,36,NNW,SE,6,8,67,54,1017.0,1013.9,2,1,15.7,23.2,Yes,No
2029-04-13,Kolkata,15.0,24.2,0.6,2.4,2.1,WNW,23,S,ENE,20,15,83,53,1022.0,1017.5,1,NA,22.2,18.9,Yes,No
2021-07-01,Bangalore,26.0,31.2,2.9,3.2,9.7,WSW,23,N,SSE,7,12,96,44,1010.2,1008.1,0,7,26.7,29.2,Yes,Yes
2009-02-12,Pune,27.1,33.2,19.3,6.1,1.4,WNW,41,WNW,SSE,20,17,57,38,1008.8,1021.0,4,7,31.2,30.4,Yes,Yes
2035-03-07,Pune,14.7,21.0,13.6,4.8,11.2,WNW,46,SSE,WNW,16,7,77,86,1013.0,1018.5,NA,1,17.1,15.7,Yes,Yes
2028-07-25,Pune,10.6,17.3,2.1,2.5,2.1,SE,41,ENE,ESE,12,17,92,78,1014.6,1022.4,4,NA,14.9,15.7,Yes,No
2014-11-14,Mumbai,19.7,33.7,12.2,0.3,NA,W,44,S,S,7,18,71,56,1016.0,1014.7,NA,NA,20.4,32.3,Yes,No
2014-06-12,Lucknow,17.0,30.0,7.0,4.8,5.7,S,26,SSE,S,20,9,76,42,1024.7,1008.7,6,7,17.4,21.6,Yes,Yes
2033-11-24,Delhi,23.4,33.1,4.9,3.3,11.3,WSW,21,NNE,W,13,10,86,66,1024.0,1005.4,4,7,26.5,30.3,Yes,No
2029-03-15,Chennai,21.8,35.0,3.0,7.0,0.5,NNW,22,NW,S,17,12,89,77,1022.2,1008.6,7,5,32.8,27.3,Yes,Yes
2024-04-07,Lucknow,13.7,23.3,12.0,5.6,NA,NE,45,NE,NW,14,9,85,32,1014.7,1016.8,7,NA,14.1,19.0,Yes,Yes
2012-11-23,Pune,25.8,31.1,16.7,NA,NA,SSW,48,NW,WNW,14,12,80,85,1020.2,1010.9,NA,1,26.0,28.6,Yes,No
2023-07-19,Lucknow,28.5,37.7,16.2,6.1,1.7,NW,40,S,SE,8,20,60,74,1005.6,1011.2,NA,6,29.1,30.7,Yes,Yes
2029-09-11,Hyderabad,24.4,37.4,11.6,6.1,4.1,ENE,25,W,SW,6,15,83,39,1016.3,1023.6,6,4,33.8,25.8,Yes,No
2024-11-25,Bangalore,24.2,37.4,14.9,10.4,4.6,WSW,30,N,S,17,13,77,38,1010.7,1017.9,3,4,36.6,32.3,Yes,No
2030-01-30,Mumbai,13.1,24.9,19.6,12.6,7.4,N,20,SE,SSE,5,7,80,79,1013.2,1014.5,NA,3,14.7,21.0,Yes,No
2031-02-02,Mumbai,12.3,20.5,15.6,9.1,0.5,NNW,35,ESE,W,7,12,58,57,1008.8,1011.8,2,0,16.1,16.1,Yes,No
2026-07-31,Hyderabad,12.0,17.7,6.8,7.3,7.1,SSW,35,NW,ESE,20,20,98,81,1022.2,1005.5,2,2,17.2,13.2,Yes,Yes
2013-03-14,Ahmedabad,19.1,26.1,3.0,NA,6.6,S,33,WNW,SE,12,9,64,83,1022.6,1017.7,4,7,19.6,25.4,Yes,No
2025-10-26,Kolkata,25.2,32.2,1.0,3.3,NA,NNW,24,SW,SE,12,12,90,43,1008.2,1008.8,4,8,30.2,29.2,Yes,No
2015-10-03,Mumbai,15.5,23.7,0.1,4.4,10.9,WNW,39,S,SSW,13,15,85,57,1012.3,1008.9,NA,1,22.1,21.3,Yes,No
2013-12-21,Kolkata,14.2,20.6,13.7,NA,NA,WNW,20,N,NNE,10,20,82,79,1018.0,1008.6,0,3,18.2,19.8,Yes,No
2024-10-20,Kolkata,15.9,24.7,5.8,10.3,11.0,N,44,WSW,NE,14,7,94,50,1010.1,1012.5,0,8,21.3,23.6,Yes,No
2027-05-27,Chennai,21.5,29.9,1.2,3.6,5.9,E,44,NNE,WSW,19,17,73,68,1020.1,1006.9,NA,2,23.8,24.8,Yes,Yes
2023-02-13,Jaipur,15.3,24.2,15.7,6.5,3.1,ESE,26,WSW,WSW,14,14,94,50,1021.4,1012.4,3,0,17.4,20.6,Yes,No
2017-01-22,Jaipur,28.0,38.7,5.5,10.2,NA,SW,21,SSE,SSW,13,16,92,57,1013.1,1006.5,7,1,38.2,30.3,Yes,No
2011-11-27,Hyderabad,21.1,27.2,1.4,10.4,7.9,NE,41,NNE,ENE,15,20,90,61,1014.3,1022.6,8,NA,24.1,21.8,Yes,No
2025-05-07,Delhi,15.3,29.0,11.0,6.8,4.9,N,21,NNE,WNW,5,18,64,78,1020.9,1014.4,0,0,26.4,23.9,Yes,No
2020-05-15,Lucknow,18.0,26.8,8.2,NA,9.9,W,46,WNW,S,11,15,66,60,1013.7,1024.6,0,1,20.3,18.7,Yes,Yes
2013-12-09,Chennai,10.8,20.7,15.6,NA,NA,NNE,27,WNW,N,6,15,54,53,1012.2,1016.4,7,3,16.2,13.9,Yes,No
2019-08-11,Lucknow,17.6,22.6,18.8,3.0,7.7,E,46,SW,SW,13,12,80,71,1023.9,1018.0,NA,4,18.0,20.4,Yes,Yes
2031-01-09,Delhi,16.7,28.0,5.1,1.2,NA,SSW,24,NE,S,6,12,94,64,1016.2,1011.2,8,7,16.8,19.6,Yes,No
2025-03-05,Bangalore,14.8,21.7,18.3,10.2,10.9,SSE,26,WNW,N,6,6,52,38,1024.5,1006.6,4,NA,21.2,19.0,Yes,No
2016-07-23,Bangalore,18.9,28.5,19.7,10.3,NA,WSW,38,SSE,WNW,9,9,70,61,1012.0,1016.6,7,8,23.7,24.0,Yes,Yes
2028-05-22,Jaipur,23.5,29.6,9.4,12.7,6.6,ENE,29,NW,SSW,13,17,59,47,1011.5,1013.9,6,NA,24.5,25.6,Yes,No
2018-04-27,Hyderabad,23.8,37.5,11.0,4.1,NA,SSE,49,SSW,S,14,14,80,81,1016.2,1018.5,4,NA,30.7,37.4,Yes,No
2016-07-27,Lucknow,18.7,28.6,18.8,3.6,10.8,SE,21,S,WSW,7,11,82,82,1015.3,1008.9,NA,0,27.3,22.6,Yes,No
2033-02-18,Kolkata,23.0,29.4,12.7,1.7,NA,SSW,25,N,ESE,15,13,94,51,1017.0,1005.0,2,NA,28.2,25.1,Yes,No
2021-10-24,Hyderabad,22.6,35.2,2.0,4.1,6.9,SSE,32,SSE,ENE,9,5,96,43,1014.1,1018.3,2,NA,23.1,28.5,Yes,Yes
2023-07-11,Pune,10.1,23.2,17.1,7.0,4.1,E,34,N,W,6,16,51,88,1012.8,1023.4,7,NA,11.4,20.1,Yes,No
2013-06-18,Lucknow,21.0,26.9,8.5,NA,8.7,WSW,41,N,ESE,8,15,59,90,1013.7,1006.3,2,2,22.5,24.7,Yes,No
2016-10-02,Bangalore,17.8,24.6,11.5,14.6,NA,ESE,48,ENE,SSW,10,18,98,69,1019.0,1005.5,1,3,20.1,20.2,Yes,No
2031-09-10,Mumbai,14.2,26.1,1.9,1.3,11.7,NE,31,NE,WSW,6,10,95,86,1022.2,1019.9,1,6,15.3,17.1,Yes,Yes
2034-07-28,Hyderabad,18.2,30.9,10.7,9.2,NA,WNW,47,W,E,9,16,58,55,1022.1,1009.3,1,NA,25.3,27.4,Yes,No
2022-12-03,Jaipur,25.6,40.0,10.9,2.5,3.7,SSW,39,N,N,16,13,84,53,1015.9,1012.4,8,NA,37.2,36.4,Yes,No
2024-10-30,Mumbai,17.5,31.6,4.2,4.7,2.3,SSW,35,NE,NW,20,17,62,76,1017.5,1020.5,7,NA,22.9,28.0,Yes,No
2016-05-31,Ahmedabad,29.6,42.8,2.1,0.9,6.0,WSW,26,W,SE,10,20,92,34,1005.8,1016.5,6,NA,34.9,42.0,Yes,Yes
2032-06-09,Ahmedabad,21.2,28.3,14.2,11.2,2.4,WSW,43,SSE,WSW,17,8,64,74,1007.5,1009.8,NA,7,24.4,26.3,Yes,Yes
