Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Date_month
3,28.4,38.0,1.5,7.7,9.2,0,44.0,12,4,10,18.0,79,53,1023.9,1023.0,5.0,1.0,31.1,34.2,True,False,12
5,21.0,31.6,1.5,4.9,1.5,14,24.0,15,11,10,11.0,60,57,1020.8,1006.8,6.0,7.0,22.8,22.3,True,False,2
6,10.5,17.4,1.5,4.3,2.0,12,36.0,11,3,9,17.0,93,84,1010.0,1018.1,2.0,5.0,10.6,12.2,True,False,7
9,26.2,41.0,1.5,11.9,2.6,0,46.0,12,13,11,7.0,75,39,1008.1,1008.3,0.0,5.0,28.4,32.2,True,False,2
8,24.6,34.0,1.5,14.6,11.1,0,46.0,5,9,15,6.0,72,32,1010.3,1019.0,2.0,2.0,30.9,32.3,True,False,11
3,12.0,19.3,1.5,2.0,11.3,0,38.0,10,14,5,6.0,81,77,1025.0,1012.3,2.0,8.0,14.0,14.8,True,False,10
8,22.0,34.7,1.5,0.2,3.1,2,27.0,14,13,8,12.0,53,60,1012.9,1015.9,5.0,3.0,31.8,29.3,True,False,12
8,22.7,28.1,1.5,12.2,2.9,10,48.0,14,9,17,13.0,86,84,1007.9,1017.0,7.0,0.0,27.4,27.9,True,False,5
6,22.4,28.2,1.5,8.0,10.5,2,23.0,4,2,20,18.0,75,43,1024.5,1022.2,6.0,3.0,23.7,26.8,True,False,2
6,18.5,30.9,1.5,3.7,5.8,6,49.0,2,10,11,20.0,95,80,1005.8,1006.8,1.0,1.0,18.6,24.9,True,False,10
3,15.2,24.8,1.5,14.6,4.9,3,41.0,15,15,16,11.0,88,78,1013.2,1007.0,1.0,0.0,24.8,19.0,True,False,9
9,13.5,20.0,1.5,7.2,10.4,3,25.0,1,15,17,8.0,69,72,1019.5,1010.7,5.0,4.0,16.3,13.5,True,False,1
6,19.4,33.8,1.5,10.1,5.6,10,21.0,1,1,9,11.0,61,35,1015.9,1014.7,4.0,1.0,28.6,26.7,True,False,10
1,22.2,34.9,0.3,4.8,7.7,10,23.0,1,7,17,9.0,78,43,1009.8,1019.1,7.0,3.0,22.2,27.8,True,False,3
8,22.1,30.6,1.5,10.0,8.8,13,22.0,10,1,10,8.0,91,83,1021.0,1016.2,6.0,2.0,24.4,22.5,True,False,1
1,25.2,39.8,1.5,9.7,5.3,13,26.0,9,0,14,10.0,67,65,1012.9,1023.0,7.0,3.0,35.3,32.4,True,False,7
2,20.7,32.2,1.5,5.0,3.5,0,42.0,1,4,5,17.0,92,87,1019.8,1016.0,8.0,1.0,26.9,28.1,True,False,11
9,20.5,33.8,1.5,7.2,10.1,0,20.0,11,5,10,10.0,74,56,1011.0,1017.9,5.0,4.0,25.1,22.4,True,False,9
9,10.3,25.1,1.5,1.2,9.2,9,31.0,9,6,10,19.0,78,35,1013.0,1014.9,7.0,2.0,10.7,24.6,True,False,11
5,17.7,32.7,1.5,5.2,8.4,13,44.0,4,5,16,19.0,79,39,1012.0,1016.3,6.0,6.0,21.6,23.4,True,False,2
4,11.9,26.5,1.5,10.8,11.4,13,47.0,11,8,8,17.0,63,36,1012.5,1008.0,6.0,2.0,19.4,20.8,True,False,2
8,15.3,27.5,0.3,11.6,6.9,5,33.0,11,4,16,5.0,89,81,1018.4,1006.3,1.0,8.0,25.5,20.5,True,False,12
7,12.4,23.3,1.5,0.3,7.7,8,38.0,9,5,13,18.0,61,71,1013.7,1013.8,8.0,0.0,19.2,13.4,True,False,5
8,12.9,20.3,1.5,9.1,5.3,2,36.0,0,11,12,7.0,69,53,1018.7,1021.5,1.0,8.0,19.0,14.9,True,False,5
1,20.1,31.1,1.5,13.1,4.7,8,45.0,14,9,12,8.0,82,38,1023.5,1007.8,8.0,6.0,30.5,21.3,True,False,7
5,16.7,25.2,1.5,2.6,2.2,6,28.0,14,15,14,8.0,100,53,1014.6,1016.7,6.0,2.0,19.3,22.2,True,False,4
10,16.2,30.7,1.5,11.7,4.1,2,22.0,5,15,6,7.0,78,88,1018.4,1017.5,2.0,5.0,25.1,26.4,True,False,9
10,27.7,37.6,1.5,9.4,3.1,1,21.0,7,0,18,11.0,58,88,1009.0,1008.3,6.0,5.0,28.6,30.4,True,False,10
7,25.6,30.9,0.3,1.8,8.6,1,36.0,13,7,7,15.0,54,65,1020.7,1014.4,3.0,6.0,26.7,25.9,True,False,7
4,19.0,32.0,1.5,1.2,5.4,0,21.0,10,9,10,8.0,84,34,1015.0,1023.6,8.0,7.0,29.0,28.1,True,False,8
3,25.6,40.0,1.5,7.4,8.1,6,49.0,14,15,8,13.0,70,72,1024.7,1016.8,8.0,6.0,35.3,26.6,True,False,8
1,25.0,37.7,1.5,3.0,2.4,7,32.0,5,2,20,15.0,62,78,1019.7,1013.4,8.0,0.0,30.4,37.5,True,False,2
2,14.9,24.0,1.5,8.6,3.7,4,49.0,1,13,19,11.0,53,34,1006.2,1014.9,3.0,3.0,19.9,17.3,True,False,9
8,16.3,25.2,1.5,13.3,10.0,2,45.0,5,15,12,10.0,51,48,1005.5,1017.7,1.0,6.0,23.8,16.4,True,False,9
7,16.3,29.6,1.5,13.9,8.8,10,21.0,15,3,15,10.0,74,56,1019.9,1022.5,1.0,5.0,22.3,24.5,True,False,7
3,14.2,21.9,1.5,5.2,6.9,3,50.0,3,3,16,20.0,94,41,1015.4,1008.0,4.0,7.0,16.8,18.7,True,False,11
1,26.3,39.5,0.5,2.0,10.3,0,33.0,6,5,15,8.0,64,67,1005.6,1009.0,5.0,8.0,35.3,34.4,True,False,8
6,10.3,23.2,1.5,3.7,5.1,4,37.0,4,2,11,17.0,89,62,1011.8,1008.6,8.0,5.0,10.7,13.3,True,False,2
2,23.5,34.9,1.5,3.5,2.5,7,24.0,9,7,20,6.0,71,53,1006.9,1021.7,1.0,8.0,32.5,30.8,True,False,2
1,24.6,36.8,1.5,10.8,9.5,2,34.0,5,14,6,15.0,58,53,1005.2,1015.4,0.0,6.0,35.3,25.0,True,False,12
4,20.4,33.6,1.5,11.0,8.3,5,39.0,12,9,11,15.0,75,40,1023.4,1013.4,2.0,6.0,22.1,27.9,True,False,11
6,17.4,29.8,1.5,0.9,9.4,4,34.0,12,1,10,20.0,61,87,1014.2,1008.3,8.0,8.0,19.8,22.3,True,False,1
2,19.0,25.4,1.5,11.4,8.9,9,43.0,3,3,17,9.0,50,60,1006.7,1019.1,3.0,0.0,21.3,20.9,True,False,4
2,29.4,42.9,1.5,13.4,3.2,12,27.0,13,14,8,12.0,88,39,1024.3,1019.9,8.0,0.0,35.3,30.4,True,False,7
4,25.4,39.1,1.5,1.5,9.1,5,26.0,11,7,7,10.0,69,84,1009.8,1006.9,6.0,0.0,25.9,28.7,True,False,5
4,21.8,34.0,1.5,2.8,7.3,3,41.0,13,7,11,12.0,62,41,1015.9,1014.6,3.0,2.0,32.2,31.5,True,False,11
4,25.4,36.9,1.5,11.4,5.9,12,50.0,9,3,11,19.0,97,80,1013.5,1005.0,8.0,2.0,34.2,36.7,True,False,5
3,12.3,26.2,1.5,8.8,11.8,5,30.0,15,3,12,5.0,99,64,1008.3,1010.9,7.0,8.0,19.3,13.6,True,False,5
4,19.2,27.5,1.5,14.6,3.9,0,49.0,8,3,14,13.0,67,33,1018.3,1009.9,3.0,2.0,24.7,24.0,True,False,9
8,14.7,23.8,1.5,1.8,10.3,3,24.0,9,5,9,14.0,86,71,1011.0,1021.3,4.0,3.0,17.4,17.4,True,False,4
9,13.1,20.0,1.5,9.4,0.5,12,47.0,4,1,15,10.0,72,55,1019.2,1014.4,6.0,4.0,14.1,17.6,True,False,8
3,16.0,26.9,1.3,0.8,4.4,5,47.0,0,14,11,10.0,75,58,1016.4,1015.4,3.0,4.0,18.7,19.6,True,False,2
7,28.2,40.5,1.5,5.2,8.3,3,21.0,3,14,19,11.0,96,83,1006.6,1008.4,8.0,2.0,32.0,38.3,True,False,2
8,25.8,32.1,1.5,8.8,1.3,8,37.0,1,9,10,12.0,93,90,1011.3,1021.5,0.0,5.0,27.1,27.6,True,False,7
9,12.5,22.9,1.5,4.2,6.9,14,26.0,12,14,12,5.0,78,44,1020.9,1014.6,1.0,6.0,16.6,15.2,True,False,3
2,24.3,35.5,1.5,6.0,8.5,10,48.0,5,4,19,20.0,68,68,1006.2,1008.3,1.0,8.0,25.0,30.4,True,False,1
6,13.7,24.8,1.5,11.2,5.3,1,49.0,2,0,6,5.0,99,48,1017.4,1005.7,3.0,1.0,22.3,18.7,True,False,6
6,18.7,26.4,1.5,2.6,1.0,3,24.0,10,6,20,12.0,63,34,1021.0,1015.1,6.0,1.0,23.0,19.5,True,False,1
4,15.2,25.4,1.5,9.7,2.1,0,38.0,6,3,17,20.0,88,80,1021.0,1011.0,6.0,2.0,19.1,25.0,True,False,9
2,29.0,39.9,0.5,13.4,5.1,5,39.0,6,3,6,9.0,75,32,1008.2,1007.7,6.0,4.0,30.9,32.8,True,False,12
7,30.0,39.6,1.5,12.3,0.8,7,42.0,5,0,15,15.0,63,34,1013.0,1010.1,3.0,5.0,30.6,32.2,True,False,3
5,17.6,26.4,1.5,2.8,7.2,8,45.0,8,10,17,10.0,84,55,1022.7,1022.5,8.0,8.0,19.0,22.2,True,False,3
6,10.9,22.8,1.5,12.5,5.8,14,36.0,13,13,18,20.0,55,82,1005.3,1023.2,1.0,4.0,13.3,15.6,True,False,8
10,17.7,23.1,1.5,14.6,9.4,1,36.0,12,3,12,16.0,78,74,1021.8,1015.2,2.0,1.0,22.8,18.8,True,False,3
10,23.8,34.7,1.5,12.8,10.2,8,44.0,2,0,19,17.0,88,79,1019.7,1011.4,8.0,2.0,26.8,32.3,True,False,6
3,28.3,33.8,1.5,3.9,3.4,5,35.0,11,9,13,12.0,100,50,1012.6,1016.2,3.0,1.0,33.1,29.4,True,False,11
3,17.9,26.7,1.5,2.5,4.0,9,29.0,6,13,17,17.0,82,62,1022.0,1021.9,8.0,1.0,18.4,20.5,True,False,6
3,17.1,31.1,1.5,1.9,1.9,12,50.0,5,12,18,18.0,80,48,1011.9,1021.6,7.0,6.0,29.9,20.6,True,False,5
3,14.0,24.2,1.5,1.3,9.0,8,21.0,5,10,18,8.0,88,34,1016.7,1016.0,7.0,2.0,22.9,19.6,True,False,4
7,16.2,29.2,1.5,6.1,0.9,10,38.0,3,2,5,11.0,85,75,1020.4,1020.3,4.0,0.0,23.9,19.7,True,False,9
1,16.7,29.3,1.5,3.8,10.7,0,41.0,13,3,7,15.0,57,77,1006.7,1021.5,4.0,5.0,29.1,19.3,True,False,8
9,25.4,36.4,1.5,13.3,8.2,7,24.0,2,2,11,15.0,51,35,1021.8,1023.6,0.0,2.0,26.0,30.2,True,False,10
9,22.9,30.9,1.5,2.0,9.5,6,45.0,6,3,10,10.0,63,64,1007.0,1005.0,7.0,2.0,28.9,25.7,True,False,6
7,25.4,31.9,1.5,1.8,6.8,1,44.0,10,3,11,15.0,79,54,1024.5,1015.1,8.0,1.0,26.6,25.9,True,False,8
8,23.3,31.9,1.5,8.7,2.7,14,25.0,12,13,7,18.0,61,89,1011.7,1018.9,3.0,8.0,26.1,30.6,True,False,12
1,16.9,31.7,1.5,6.4,3.2,3,48.0,13,7,19,11.0,54,65,1020.7,1007.3,2.0,5.0,28.1,25.0,True,False,6
1,12.3,21.3,1.5,9.1,8.0,15,25.0,15,13,7,10.0,68,59,1013.9,1010.0,3.0,5.0,15.8,21.1,True,False,5
8,26.9,32.4,1.5,13.8,5.6,10,49.0,9,9,11,19.0,100,49,1006.8,1021.5,6.0,8.0,31.4,28.1,True,False,6
2,29.3,39.3,1.5,3.3,6.1,10,29.0,3,3,20,11.0,55,32,1015.3,1018.6,6.0,5.0,35.3,30.4,True,False,6
2,21.4,31.9,1.5,1.4,7.3,3,36.0,6,4,11,5.0,59,47,1012.8,1005.1,8.0,7.0,25.3,26.6,True,False,5
2,18.3,29.9,1.5,0.9,6.0,1,38.0,11,11,8,15.0,75,51,1015.4,1020.5,4.0,3.0,27.8,27.8,True,False,1
5,19.8,27.8,1.5,2.1,4.2,8,35.0,6,15,13,10.0,99,80,1015.7,1014.9,5.0,7.0,27.5,25.7,True,False,10
10,23.3,36.6,1.5,14.6,9.2,9,33.0,15,1,11,14.0,65,72,1005.5,1018.4,6.0,6.0,33.9,33.9,True,False,2
10,17.4,31.9,1.5,13.8,0.7,8,50.0,7,15,8,7.0,59,40,1007.0,1010.5,1.0,2.0,24.6,28.1,True,False,5
6,12.5,23.8,1.5,12.0,3.2,7,24.0,13,8,15,20.0,67,61,1006.5,1017.4,2.0,3.0,13.3,16.5,True,False,7
2,12.4,20.6,1.5,9.7,11.9,1,21.0,0,5,6,5.0,89,85,1016.8,1019.7,8.0,6.0,16.6,17.6,True,False,9
1,17.2,26.8,1.5,11.3,6.0,4,50.0,12,13,9,10.0,98,65,1008.0,1009.0,5.0,2.0,26.5,17.5,True,False,1
9,26.3,31.8,1.5,10.5,6.8,10,48.0,12,9,6,11.0,95,61,1007.3,1005.3,2.0,3.0,27.9,28.1,True,False,9
4,19.8,31.2,1.5,14.6,8.4,13,41.0,0,9,13,12.0,97,64,1010.0,1009.0,6.0,4.0,30.1,25.2,True,False,1
9,14.1,23.4,1.5,9.3,10.6,11,47.0,11,13,11,14.0,88,69,1018.6,1018.9,2.0,3.0,22.5,17.0,True,False,6
3,26.5,39.3,1.5,7.1,2.1,2,37.0,3,15,17,11.0,61,44,1020.2,1022.7,6.0,2.0,32.3,38.3,True,False,7
7,27.3,32.7,1.5,13.5,9.8,11,35.0,10,15,15,9.0,67,48,1019.8,1021.3,8.0,3.0,28.5,31.7,True,False,8
2,11.4,24.3,0.1,0.8,8.1,6,25.0,11,10,16,13.0,90,84,1012.7,1010.5,3.0,5.0,18.4,21.4,True,False,9
8,17.4,22.5,1.5,2.3,0.5,13,30.0,1,5,17,10.0,82,55,1005.3,1013.3,7.0,4.0,21.7,19.8,True,False,1
2,24.7,35.2,1.5,10.9,7.7,1,35.0,12,6,11,10.0,62,32,1020.9,1005.7,1.0,4.0,34.9,31.1,True,False,8
2,18.6,25.6,1.5,1.1,6.0,7,45.0,10,6,12,18.0,93,36,1015.9,1019.5,2.0,7.0,23.6,20.4,True,False,6
8,20.6,34.4,1.5,12.2,5.9,13,45.0,3,5,8,11.0,53,85,1009.0,1012.6,1.0,5.0,23.2,26.4,True,False,8
6,16.7,24.8,1.5,10.7,8.1,15,42.0,7,6,8,5.0,74,47,1022.8,1020.4,4.0,4.0,24.7,21.4,True,False,7
6,26.7,33.3,1.5,4.7,3.1,7,32.0,9,0,14,9.0,55,55,1023.4,1019.9,8.0,4.0,30.3,28.5,True,False,3
3,18.6,28.3,1.5,8.4,6.2,9,26.0,11,9,11,20.0,68,59,1019.2,1017.3,1.0,5.0,20.3,19.5,True,False,11
8,20.7,33.4,1.5,14.6,7.5,2,45.0,15,6,12,11.0,59,74,1005.4,1017.4,3.0,1.0,27.4,23.0,True,False,3
7,25.3,31.1,1.5,0.4,3.4,2,28.0,4,0,7,19.0,89,60,1020.4,1018.2,0.0,8.0,27.4,29.4,True,False,1
9,15.3,28.8,0.0,12.4,4.0,1,45.0,9,5,17,8.0,81,53,1005.3,1006.2,0.0,0.0,23.3,18.4,False,False,8
7,19.5,33.4,1.5,8.2,4.6,11,23.0,12,8,15,8.0,96,61,1020.9,1014.9,1.0,0.0,29.7,29.4,True,False,5
1,15.5,29.3,1.5,3.0,6.1,12,36.0,0,10,6,8.0,67,54,1017.0,1013.9,2.0,1.0,15.7,23.2,True,False,2
5,15.0,24.2,0.6,2.4,2.1,2,23.0,10,13,20,15.0,83,53,1022.0,1017.5,1.0,2.0,22.2,18.9,True,False,4
8,10.6,17.3,1.5,2.5,2.1,12,41.0,12,15,12,17.0,92,78,1014.6,1022.4,4.0,7.0,14.9,15.7,True,False,7
2,19.7,33.7,1.5,0.3,7.1,4,44.0,10,8,7,18.0,71,56,1016.0,1014.7,8.0,8.0,20.4,32.3,True,False,11
1,23.4,33.1,1.5,3.3,11.3,5,21.0,3,4,13,10.0,86,66,1024.0,1005.4,4.0,7.0,26.5,30.3,True,False,11
8,25.8,31.1,1.5,7.5,5.0,8,48.0,2,3,14,12.0,80,85,1020.2,1010.9,2.0,1.0,26.0,28.6,True,False,11
6,24.4,37.4,1.5,6.1,4.1,14,25.0,5,9,6,15.0,83,39,1016.3,1023.6,6.0,4.0,33.8,25.8,True,False,9
3,24.2,37.4,1.5,10.4,4.6,5,30.0,1,8,17,13.0,77,38,1010.7,1017.9,3.0,4.0,35.3,32.3,True,False,11
2,13.1,24.9,1.5,12.6,7.4,3,20.0,13,12,5,7.0,80,79,1013.2,1014.5,8.0,3.0,14.7,21.0,True,False,1
2,12.3,20.5,1.5,9.1,0.5,0,35.0,14,4,7,12.0,58,57,1008.8,1011.8,2.0,0.0,16.1,16.1,True,False,2
7,19.1,26.1,1.5,8.0,6.6,7,33.0,4,10,12,9.0,64,83,1022.6,1017.7,4.0,7.0,19.6,25.4,True,False,3
5,25.2,32.2,1.0,3.3,2.8,0,24.0,7,10,12,12.0,90,43,1008.2,1008.8,4.0,8.0,30.2,29.2,True,False,10
2,15.5,23.7,0.1,4.4,10.9,2,39.0,10,7,13,15.0,85,57,1012.3,1008.9,2.0,1.0,22.1,21.3,True,False,10
5,14.2,20.6,1.5,10.6,5.5,2,20.0,1,5,10,20.0,82,79,1018.0,1008.6,0.0,3.0,18.2,19.8,True,False,12
5,15.9,24.7,1.5,10.3,11.0,3,44.0,6,11,14,7.0,94,50,1010.1,1012.5,0.0,8.0,21.3,23.6,True,False,10
9,15.3,24.2,1.5,6.5,3.1,13,26.0,6,6,14,14.0,94,50,1021.4,1012.4,3.0,0.0,17.4,20.6,True,False,2
9,28.0,38.7,1.5,10.2,4.2,9,21.0,11,7,13,16.0,92,57,1013.1,1006.5,7.0,1.0,35.3,30.3,True,False,1
6,21.1,27.2,1.4,10.4,7.9,11,41.0,3,13,15,20.0,90,61,1014.3,1022.6,8.0,0.0,24.1,21.8,True,False,11
1,15.3,29.0,1.5,6.8,4.9,3,21.0,3,3,5,18.0,64,78,1020.9,1014.4,0.0,0.0,26.4,23.9,True,False,5
4,10.8,20.7,1.5,14.5,0.7,6,27.0,4,2,6,15.0,54,53,1012.2,1016.4,7.0,3.0,16.2,13.9,True,False,12
1,16.7,28.0,1.5,1.2,8.1,8,24.0,9,8,6,12.0,94,64,1016.2,1011.2,8.0,7.0,16.8,19.6,True,False,1
3,14.8,21.7,1.5,10.2,10.9,10,26.0,4,2,6,6.0,52,38,1024.5,1006.6,4.0,4.0,21.2,19.0,True,False,3
9,23.5,29.6,1.5,12.7,6.6,14,29.0,2,7,13,17.0,59,47,1011.5,1013.9,6.0,3.0,24.5,25.6,True,False,5
6,23.8,37.5,1.5,4.1,0.6,10,49.0,8,8,14,14.0,80,81,1016.2,1018.5,4.0,7.0,30.7,37.4,True,False,4
10,18.7,28.6,1.5,3.6,10.8,12,21.0,10,6,7,11.0,82,82,1015.3,1008.9,7.0,0.0,27.3,22.6,True,False,7
5,23.0,29.4,1.5,1.7,2.9,8,25.0,1,15,15,13.0,94,51,1017.0,1005.0,2.0,2.0,28.2,25.1,True,False,2
8,10.1,23.2,1.5,7.0,4.1,15,34.0,1,4,6,16.0,51,88,1012.8,1023.4,7.0,0.0,11.4,20.1,True,False,7
10,21.0,26.9,1.5,8.0,8.7,5,41.0,1,15,8,15.0,59,90,1013.7,1006.3,2.0,2.0,22.5,24.7,True,False,6
3,17.8,24.6,1.5,14.6,0.1,13,48.0,12,7,10,18.0,98,69,1019.0,1005.5,1.0,3.0,20.1,20.2,True,False,10
6,18.2,30.9,1.5,9.2,9.7,2,47.0,5,14,9,16.0,58,55,1022.1,1009.3,1.0,0.0,25.3,27.4,True,False,7
9,25.6,40.0,1.5,2.5,3.7,8,39.0,1,2,16,13.0,84,53,1015.9,1012.4,8.0,4.0,35.3,36.4,True,False,12
2,17.5,31.6,1.5,4.7,2.3,8,35.0,9,0,20,17.0,62,76,1017.5,1020.5,7.0,8.0,22.9,28.0,True,False,10
2,14.7,27.9,1.5,8.8,10.8,14,32.0,7,6,6,13.0,63,43,1022.6,1022.3,0.0,7.0,21.2,24.7,True,False,7
9,21.2,31.6,1.5,2.6,9.9,11,46.0,15,13,15,14.0,87,45,1019.8,1008.4,5.0,4.0,24.5,30.4,True,False,10
1,17.9,31.2,1.5,10.3,5.4,12,49.0,0,6,19,7.0,53,90,1011.2,1017.0,7.0,0.0,20.4,27.1,True,False,2
6,10.3,22.1,1.5,1.2,6.9,9,20.0,13,3,16,12.0,80,88,1009.0,1010.2,5.0,1.0,21.9,21.8,True,False,5
9,23.2,37.0,1.5,8.3,1.0,10,40.0,6,8,9,11.0,64,44,1022.3,1011.3,8.0,7.0,23.3,23.3,True,False,12
2,11.2,23.2,1.5,2.2,9.1,13,47.0,14,13,20,13.0,62,68,1016.7,1006.1,5.0,0.0,17.0,15.6,True,False,4
9,28.1,41.8,1.5,0.3,4.0,4,36.0,15,9,15,13.0,81,86,1012.8,1024.6,7.0,1.0,35.3,30.0,True,False,9
1,27.5,35.3,1.5,14.1,3.3,1,29.0,10,13,18,11.0,64,60,1014.2,1013.9,4.0,8.0,30.2,32.4,True,False,12
2,26.8,39.3,1.5,8.5,10.2,3,30.0,5,9,14,5.0,65,42,1013.7,1010.7,1.0,4.0,28.2,33.8,True,False,10
7,11.7,21.7,1.5,0.5,6.4,12,43.0,2,13,7,12.0,76,88,1005.9,1022.0,2.0,3.0,18.6,17.8,True,False,9
4,15.4,26.1,1.5,10.9,2.2,13,28.0,3,5,20,15.0,87,60,1006.9,1006.2,6.0,0.0,15.5,17.8,True,False,5
9,23.4,33.5,1.4,7.3,7.2,6,44.0,5,8,11,20.0,97,47,1024.1,1017.6,5.0,3.0,25.9,25.3,True,False,2
9,13.9,22.6,1.5,1.9,4.1,4,41.0,0,4,15,13.0,72,55,1010.3,1018.6,8.0,8.0,17.3,15.2,True,False,12
2,28.8,43.0,1.5,9.5,6.6,6,22.0,12,9,18,13.0,67,38,1005.0,1020.7,2.0,7.0,35.1,38.7,True,False,3
4,24.0,35.6,0.9,4.1,0.5,14,44.0,0,7,11,15.0,79,49,1020.2,1012.0,2.0,7.0,25.5,26.5,True,False,10
4,12.8,27.7,1.5,11.9,3.9,8,40.0,9,6,9,9.0,68,85,1006.4,1005.1,1.0,3.0,25.4,19.1,True,False,5
3,13.4,25.6,1.5,10.2,0.1,14,48.0,0,14,19,13.0,90,66,1009.4,1023.3,7.0,6.0,15.9,18.0,True,False,2
10,16.3,25.4,1.5,6.3,8.9,2,24.0,6,13,13,19.0,78,86,1018.6,1019.6,3.0,0.0,17.3,21.4,True,False,2
8,21.8,34.0,1.5,13.1,11.1,5,32.0,15,9,8,8.0,85,35,1023.0,1012.6,5.0,1.0,26.2,25.9,True,False,12
5,19.8,32.8,1.5,13.1,11.2,6,44.0,11,9,7,12.0,71,53,1008.7,1024.8,1.0,8.0,21.1,28.5,True,False,9
1,29.0,40.8,1.5,13.2,0.9,15,49.0,1,2,6,8.0,79,30,1020.6,1013.1,8.0,7.0,35.3,29.6,True,False,11
2,20.6,33.4,1.5,3.2,7.5,14,50.0,11,14,11,18.0,51,43,1024.9,1006.9,2.0,7.0,26.4,24.4,True,False,5
8,15.0,25.6,1.5,7.1,5.1,13,50.0,2,15,12,10.0,65,82,1015.8,1022.0,4.0,5.0,22.1,21.1,True,False,5
9,14.3,24.2,1.5,5.9,3.5,7,30.0,3,6,5,12.0,83,80,1016.5,1017.4,7.0,5.0,20.2,22.6,True,False,7
6,23.0,32.1,1.5,1.3,2.1,12,32.0,6,4,18,11.0,72,41,1020.4,1011.1,7.0,6.0,31.7,29.9,True,False,10
3,12.7,21.4,1.5,1.1,4.7,13,38.0,6,9,15,5.0,71,30,1006.5,1013.4,4.0,7.0,16.7,15.6,True,False,5
1,11.4,20.8,1.5,13.2,9.3,5,37.0,6,7,5,10.0,55,70,1017.2,1009.2,1.0,2.0,16.9,18.6,True,False,10
4,12.4,19.4,1.5,13.3,9.1,0,43.0,0,11,8,5.0,78,89,1012.4,1012.9,5.0,3.0,17.7,13.9,True,False,10
1,18.0,32.2,1.5,3.2,2.1,0,42.0,6,6,13,15.0,83,49,1007.8,1021.7,6.0,7.0,21.1,23.7,True,False,1
5,26.0,40.9,1.5,5.4,1.4,1,23.0,11,8,17,5.0,62,41,1021.4,1005.4,0.0,8.0,35.3,38.3,True,False,12
8,19.9,34.2,1.5,7.9,11.8,2,49.0,12,7,5,14.0,85,71,1016.6,1023.4,4.0,7.0,30.9,23.0,True,False,3
8,23.3,30.3,0.8,14.6,8.5,7,39.0,7,13,9,13.0,98,89,1010.2,1011.1,4.0,8.0,25.1,29.8,True,False,3
5,13.9,19.6,1.5,5.3,5.2,12,44.0,15,1,11,8.0,100,33,1011.9,1024.3,7.0,4.0,15.8,18.3,True,False,9
7,27.2,33.7,1.5,1.7,7.1,4,38.0,15,3,7,16.0,93,77,1006.3,1015.4,3.0,2.0,29.1,33.5,True,False,2
6,13.0,20.1,1.5,13.8,1.5,0,46.0,4,2,16,7.0,65,63,1022.6,1011.3,3.0,3.0,19.8,18.0,True,False,1
1,25.1,34.7,1.5,9.1,6.9,1,38.0,11,9,7,9.0,58,72,1010.8,1013.6,8.0,3.0,27.1,32.2,True,False,1
8,21.0,26.0,1.5,9.4,8.9,8,49.0,4,4,18,17.0,95,59,1018.6,1021.1,7.0,6.0,25.3,22.9,True,False,4
8,25.7,33.3,1.5,1.9,11.4,5,23.0,8,14,11,17.0,55,55,1020.9,1022.8,2.0,6.0,27.7,31.3,True,False,8
1,16.4,29.3,1.5,14.0,2.7,7,36.0,10,1,20,6.0,60,89,1019.1,1014.8,3.0,5.0,17.9,19.9,True,False,5
7,17.3,28.3,1.5,6.3,6.1,12,30.0,4,6,13,5.0,61,86,1010.9,1013.7,0.0,7.0,22.1,17.8,True,False,5
1,28.4,39.4,1.5,10.7,5.5,9,39.0,10,8,14,6.0,90,44,1012.7,1017.3,1.0,5.0,32.0,31.7,True,False,5
3,26.4,38.0,0.3,4.1,1.2,7,30.0,12,4,14,12.0,75,49,1018.3,1005.7,8.0,3.0,35.3,33.3,True,False,3
9,22.8,31.4,1.5,2.0,6.5,12,33.0,7,6,11,17.0,51,37,1010.1,1015.1,2.0,6.0,24.1,25.2,True,False,7
7,11.9,18.5,1.5,1.5,6.2,12,35.0,7,13,9,7.0,68,33,1016.1,1007.2,5.0,1.0,17.7,15.8,True,False,9
9,27.3,38.3,1.5,2.7,5.9,13,25.0,4,5,20,11.0,88,43,1007.5,1023.9,7.0,3.0,31.2,36.7,True,False,2
5,19.6,25.8,1.5,9.9,2.1,4,24.0,6,5,12,20.0,71,60,1022.9,1010.3,8.0,4.0,19.8,24.1,True,False,7
5,29.6,39.8,1.5,13.2,1.1,13,23.0,7,8,12,15.0,70,63,1010.8,1009.9,6.0,0.0,32.0,35.6,True,False,1
7,25.2,30.7,1.5,14.6,11.0,0,30.0,7,6,14,10.0,80,51,1018.4,1023.4,1.0,8.0,26.4,26.3,True,False,11
7,15.3,29.7,1.5,1.7,5.0,7,25.0,8,9,5,10.0,82,70,1009.9,1008.7,2.0,2.0,20.5,27.1,True,False,1
6,22.9,37.0,1.5,3.0,5.4,7,45.0,5,4,12,20.0,83,59,1018.2,1018.6,8.0,2.0,26.6,25.5,True,False,12
10,18.4,28.7,0.2,6.1,10.8,2,45.0,15,11,19,7.0,74,80,1007.7,1017.1,1.0,2.0,22.7,20.4,True,False,12
